Roll no,test preparation ,gender,parental level of education,lunch,Section,practical score,viva score,exam score
EXA024269,none,female,some high school,standard,Section B,94,56,76
EXA024270,none,male,some high school,standard,Section C,58,89,44
EXA024271,completed,female,bachelor's degree,standard,Section C,75,52,60
EXA024272,none,male,some high school,standard,Section B,65,63,93
EXA024273,none,male,master's degree,standard,Section B,68,67,75
EXA024274,none,male,bachelor's degree,free/reduced,Section B,34,83,47
EXA024275,none,male,some college,standard,Section A,97,74,51
EXA024276,none,male,master's degree,free/reduced,Section C,44,68,40
EXA024277,none,male,master's degree,free/reduced,Section E,60,91,50
EXA024278,none,female,some college,free/reduced,Section C,66,58,67
EXA024279,none,female,high school,standard,Section C,96,71,75
EXA024280,none,female,associate's degree,free/reduced,Section E,39,73,63
EXA024281,completed,female,associate's degree,standard,Section D,56,59,68
EXA024282,none,male,high school,free/reduced,Section C,31,71,81
EXA024283,completed,female,associate's degree,standard,Section D,74,76,65
EXA024284,none,female,some college,standard,Section B,100,74,55
EXA024285,none,male,associate's degree,standard,Section E,68,97,45
EXA024286,completed,male,associate's degree,standard,Section D,79,87,58
EXA024287,none,male,some college,standard,Section B,62,68,62
EXA024288,none,male,high school,free/reduced,Section D,72,70,99
EXA024289,none,male,some high school,standard,Section D,66,69,99
EXA024290,none,female,associate's degree,standard,Section E,64,46,100
EXA024291,none,male,associate's degree,standard,Section D,62,68,58
EXA024292,completed,female,associate's degree,standard,Section B,68,98,68
EXA024293,none,female,associate's degree,free/reduced,Section D,70,72,79
EXA024294,completed,female,high school,free/reduced,Section B,63,72,68
EXA024295,none,female,master's degree,free/reduced,Section D,91,61,93
EXA024296,completed,male,high school,standard,Section D,58,78,48
EXA024297,none,female,some high school,standard,Section A,75,91,74
EXA024298,none,female,some college,free/reduced,Section E,44,89,64
EXA024299,completed,male,associate's degree,standard,Section D,68,64,72
EXA024300,completed,male,associate's degree,free/reduced,Section C,65,90,70
EXA024301,none,male,master's degree,standard,Section E,66,80,44
EXA024302,completed,male,associate's degree,free/reduced,Section C,73,95,75
EXA024303,completed,male,associate's degree,standard,Section C,67,72,57
EXA024304,none,male,high school,standard,Section B,66,42,86
EXA024305,none,male,some college,standard,Section D,81,72,59
EXA024306,none,female,high school,standard,Section B,77,87,70
EXA024307,none,male,bachelor's degree,standard,Section C,43,48,38
EXA024308,completed,male,associate's degree,standard,Section A,58,86,69
EXA024309,completed,male,some college,standard,Section C,65,70,56
EXA024310,none,female,high school,standard,Section E,92,61,40
EXA024311,completed,male,some high school,standard,Section D,56,84,52
EXA024312,completed,female,high school,free/reduced,Section E,65,76,60
EXA024313,completed,female,master's degree,free/reduced,Section E,72,86,70
EXA024314,none,male,some high school,standard,Section D,100,61,60
EXA024315,completed,female,some college,standard,Section B,69,56,53
EXA024316,none,male,high school,standard,Section C,70,65,57
EXA024317,none,female,some college,standard,Section C,90,87,96
EXA024318,none,female,master's degree,standard,Section D,90,78,50
EXA024319,completed,female,some high school,standard,Section E,63,90,68
EXA024320,none,female,bachelor's degree,standard,Section C,40,78,79
EXA024321,none,male,some high school,standard,Section C,64,78,81
EXA024322,completed,male,some high school,standard,Section D,90,61,62
EXA024323,completed,male,some high school,free/reduced,Section C,76,73,72
EXA024324,none,female,some college,free/reduced,Section D,42,59,84
EXA024325,none,female,associate's degree,standard,Section C,45,83,57
EXA024326,none,female,high school,free/reduced,Section B,76,66,66
EXA024327,none,female,associate's degree,free/reduced,Section B,63,54,44
EXA024328,none,male,high school,free/reduced,Section C,84,80,63
EXA024329,completed,female,some high school,free/reduced,Section B,62,88,71
EXA024330,none,female,high school,free/reduced,Section C,69,65,71
EXA024331,none,male,associate's degree,standard,Section D,77,90,80
EXA024332,completed,male,some high school,standard,Section C,63,66,66
EXA024333,completed,female,some college,free/reduced,Section D,72,86,81
EXA024334,none,female,some high school,standard,Section C,75,74,82
EXA024335,completed,female,some high school,free/reduced,Section D,61,67,60
EXA024336,completed,male,some college,standard,Section E,79,60,72
EXA024337,none,male,bachelor's degree,standard,Section B,53,58,64
EXA024338,completed,male,associate's degree,free/reduced,Section B,77,86,61
EXA024339,none,male,some college,standard,Section C,44,63,53
EXA024340,completed,male,associate's degree,standard,Section A,44,62,59
EXA024341,none,male,high school,standard,Section B,71,76,48
EXA024342,none,male,associate's degree,standard,Section C,60,48,90
EXA024343,completed,male,master's degree,free/reduced,Section D,49,60,57
EXA024344,none,female,some college,standard,Section A,82,86,52
EXA024345,completed,male,some college,standard,Section C,68,58,88
EXA024346,none,female,some college,standard,Section D,58,63,45
EXA024347,none,male,master's degree,standard,Section D,65,56,61
EXA024348,completed,female,some high school,standard,Section D,50,48,68
EXA024349,none,male,some college,standard,Section E,73,67,76
EXA024350,none,male,master's degree,standard,Section B,40,76,71
EXA024351,none,male,bachelor's degree,standard,Section C,60,69,81
EXA024352,completed,male,associate's degree,free/reduced,Section C,57,88,85
EXA024353,none,female,bachelor's degree,standard,Section C,57,67,60
EXA024354,none,male,some college,standard,Section C,83,75,65
EXA024355,none,male,some college,standard,Section D,68,81,72
EXA024356,none,female,some college,standard,Section C,74,92,62
EXA024357,completed,female,associate's degree,standard,Section C,76,60,69
EXA024358,completed,female,some college,standard,Section D,38,65,72
EXA024359,none,female,associate's degree,standard,Section B,63,53,71
EXA024360,completed,female,high school,free/reduced,Section B,87,59,95
EXA024361,none,male,some college,free/reduced,Section C,81,44,85
EXA024362,none,male,high school,standard,Section D,84,78,66
EXA024363,none,male,bachelor's degree,standard,Section C,68,72,76
EXA024364,none,male,associate's degree,standard,Section D,57,83,67
EXA024365,none,female,some college,free/reduced,Section C,75,78,47
EXA024366,none,female,high school,free/reduced,Section C,39,74,62
EXA024367,none,female,some high school,standard,Section D,54,52,93
EXA024368,completed,female,some high school,standard,Section B,71,74,65
EXA024369,none,female,some high school,standard,Section B,58,35,79
EXA024370,completed,male,associate's degree,free/reduced,Section C,61,72,65
EXA024371,none,male,some college,standard,Section E,82,55,81
EXA024372,completed,female,some high school,free/reduced,Section D,73,72,96
EXA024373,none,female,bachelor's degree,standard,Section B,52,64,88
EXA024374,completed,female,some college,standard,Section C,33,76,63
EXA024375,completed,female,master's degree,standard,Section C,67,47,93
EXA024376,completed,female,associate's degree,standard,Section B,61,79,79
EXA024377,none,female,bachelor's degree,standard,Section E,86,88,99
EXA024378,none,female,high school,standard,Section E,98,91,66
EXA024379,completed,male,high school,free/reduced,Section C,72,84,41
EXA024380,none,female,high school,free/reduced,Section B,60,68,74
EXA024381,none,female,bachelor's degree,standard,Section B,66,95,79
EXA024382,completed,male,high school,standard,Section D,86,70,52
EXA024383,none,male,master's degree,standard,Section D,45,77,84
EXA024384,completed,female,associate's degree,free/reduced,Section D,75,85,66
EXA024385,none,female,high school,standard,Section B,51,48,64
EXA024386,completed,female,bachelor's degree,free/reduced,Section D,21,76,81
EXA024387,none,female,some college,standard,Section E,54,77,78
EXA024388,completed,male,associate's degree,standard,Section B,83,62,88
EXA024389,completed,female,some high school,standard,Section D,74,52,62
EXA024390,none,female,associate's degree,standard,Section C,73,80,47
EXA024391,none,female,some college,free/reduced,Section C,69,70,69
EXA024392,none,female,associate's degree,free/reduced,Section C,81,68,84
EXA024393,none,female,some college,standard,Section C,95,78,78
EXA024394,completed,male,some high school,free/reduced,Section D,97,69,95
EXA024395,none,male,master's degree,standard,Section D,62,65,78
EXA024396,completed,female,master's degree,standard,Section C,63,96,71
EXA024397,none,male,some college,standard,Section C,50,49,59
EXA024398,none,female,master's degree,standard,Section E,25,69,63
EXA024399,none,female,master's degree,standard,Section E,73,69,51
EXA024400,none,female,some college,free/reduced,Section D,57,56,81
EXA024401,none,male,high school,standard,Section C,64,75,72
EXA024402,none,male,some college,standard,Section C,86,48,51
EXA024403,none,female,high school,standard,Section D,62,67,76
EXA024404,none,male,high school,standard,Section C,97,76,94
EXA024405,none,male,bachelor's degree,standard,Section E,62,75,64
EXA024406,none,female,associate's degree,standard,Section D,91,89,89
EXA024407,completed,female,bachelor's degree,standard,Section A,60,51,70
EXA024408,none,male,some high school,standard,Section D,59,73,88
EXA024409,none,female,associate's degree,standard,Section E,75,81,68
EXA024410,none,male,bachelor's degree,standard,Section C,79,81,64
EXA024411,none,female,master's degree,standard,Section C,79,37,59
EXA024412,completed,male,high school,standard,Section D,34,62,56
EXA024413,none,male,master's degree,standard,Section B,49,76,91
EXA024414,none,female,high school,standard,Section C,47,86,65
EXA024415,none,male,master's degree,standard,Section A,78,89,55
EXA024416,none,male,some college,standard,Section E,46,70,69
EXA024417,none,female,associate's degree,free/reduced,Section B,72,75,46
EXA024418,completed,female,associate's degree,standard,Section B,45,51,64
EXA024419,completed,male,associate's degree,free/reduced,Section C,28,81,87
EXA024420,completed,male,some college,standard,Section B,83,72,57
EXA024421,none,female,associate's degree,standard,Section D,86,100,60
EXA024422,none,male,associate's degree,standard,Section E,64,56,56
EXA024423,none,male,associate's degree,standard,Section C,65,82,48
EXA024424,completed,male,high school,standard,Section D,69,38,61
EXA024425,completed,male,associate's degree,free/reduced,Section B,66,74,79
EXA024426,none,male,some college,standard,Section A,41,59,66
EXA024427,none,male,bachelor's degree,standard,Section E,67,58,82
EXA024428,none,female,associate's degree,standard,Section C,57,57,70
EXA024429,none,female,some high school,free/reduced,Section E,42,93,70
EXA024430,completed,male,high school,standard,Section D,75,54,72
EXA024431,completed,female,bachelor's degree,free/reduced,Section D,77,86,97
EXA024432,completed,female,some college,standard,Section B,65,86,60
EXA024433,none,male,some college,free/reduced,Section D,87,69,59
EXA024434,completed,female,some high school,standard,Section A,72,67,53
EXA024435,none,male,master's degree,standard,Section E,71,89,51
EXA024436,none,male,some high school,standard,Section D,60,64,36
EXA024437,none,female,master's degree,standard,Section D,67,63,77
EXA024438,none,female,some high school,standard,Section B,54,90,76
EXA024439,none,male,high school,standard,Section E,48,77,70
EXA024440,completed,female,associate's degree,free/reduced,Section C,67,73,77
EXA024441,none,male,associate's degree,standard,Section C,58,72,73
EXA024442,none,female,high school,standard,Section B,80,43,48
EXA024443,none,female,associate's degree,standard,Section B,84,67,72
EXA024444,none,male,master's degree,free/reduced,Section A,48,48,43
EXA024445,completed,female,high school,standard,Section A,55,72,74
EXA024446,completed,male,master's degree,free/reduced,Section B,69,93,50
EXA024447,none,female,master's degree,free/reduced,Section D,74,64,70
EXA024448,none,female,high school,standard,Section C,62,52,56
EXA024449,none,male,some college,standard,Section C,76,85,75
EXA024450,none,female,some college,standard,Section D,84,71,46
EXA024451,none,female,bachelor's degree,standard,Section C,93,85,74
